model,effort,task,run_id,judged_under,judged,combined_33,combined_20_profile,functional_pct,automated_quality_pct,security_pct,code_quality,reviewed_score,intent_recovery,intent_recovery_redistributed,muse_reviewed,muse_readability,muse_maintainability,muse_intent_recovery,passed_quirk_families,duration_s,raw_tokens,devin_credits,devin_acu,estimated_usd,started_at,finished_at,solver_cli_version,evidence_sha256
swe2,max,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-3181f4bb,code-quality-maintenance-v3.11,published,95.0634,95.5092,100.00,84.78,100.00,88.9610,87.5000,92.8571,False,87.5000,83.3333,91.6667,92.8571,9,7264.837,10391005,0,0.0,0.00,2026-09-21T01:43:12.309879+00:00,2026-09-21T03:44:17.150985+00:00,devin 3000.10.31 (b98cc431),718c8782d4a75bcda38b1a2545470fb6c26da5341a0076b3cd56ab6aa2ae5c60
swe2,max,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-db27e096,code-quality-maintenance-v3.11,published,77.3584,82.7619,100.00,64.30,100.00,40.5844,43.7500,32.1429,False,43.7500,37.5000,50.0000,32.1429,15,2642.538,14357008,0,0.0,0.00,2026-09-21T09:56:08.977552+00:00,2026-09-21T10:40:11.527302+00:00,devin 3000.10.31 (b98cc431),0b30728e6d361b999de63d2f497db4fe5a9e0415e74b1503d676856ad6b7ed56
swe2,max,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-d04b083b,code-quality-maintenance-v3.11,published,77.5865,75.6251,100.00,80.43,10.00,60.3030,60.4167,60.0000,False,60.4167,54.1667,66.6667,60.0000,10,6092.125,12166732,0,0.0,0.00,2026-09-20T15:38:19.543548+00:00,2026-09-20T17:19:51.677288+00:00,devin 3000.10.31 (b98cc431),0e1f07d5755e92687008c10b9f5ac96ca2f87a9991b0d6bbc1710bb9fb00fc76
swe2,max,legacy-qlite-store-parity,legacy-qlite-store-parity-bc3e4a3e,code-quality-maintenance-v3.11,published,93.0185,94.0522,100.00,82.57,100.00,83.3333,85.4167,77.7778,False,85.4167,83.3333,87.5000,77.7778,9,3491.201,11250289,0,0.0,0.00,2026-09-20T14:40:08.197559+00:00,2026-09-20T15:38:19.404871+00:00,devin 3000.10.31 (b98cc431),a0871dba1437881f34a16f7783e775477f15fc189d92802420a086f76e262a1a
swe2,max,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-0018c798,code-quality-maintenance-v3.11,published,86.0645,89.3945,100.00,78.07,100.00,63.4199,60.4167,71.4286,False,60.4167,45.8333,75.0000,71.4286,8,1756.319,3254789,0,0.0,0.00,2026-09-20T21:18:28.091966+00:00,2026-09-20T21:47:44.416169+00:00,devin 3000.10.31 (b98cc431),7779bdda11acba9dad527280d15cc225c6b13c08461d3f5f189d75ea5e3f10a4
swe2,max,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-96befa89,code-quality-maintenance-v3.11,published,89.6215,91.5335,100.00,77.90,100.00,74.2424,68.7500,88.8889,False,68.7500,58.3333,79.1667,88.8889,10,2500.126,5131242,0,0.0,0.00,2026-09-20T19:04:01.581879+00:00,2026-09-20T19:45:41.713453+00:00,devin 3000.10.31 (b98cc431),a8612469f9ea68841ea075f004d67ec3eed172531bae416071ec21daf82fb133
swe2,max,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-47f0d740,code-quality-maintenance-v3.11,published,84.1503,88.4993,100.00,80.76,100.00,56.9264,54.1667,64.2857,False,54.1667,54.1667,54.1667,64.2857,8,2969.126,5355192,0,0.0,0.00,2026-09-21T00:03:24.555154+00:00,2026-09-21T00:52:53.684737+00:00,devin 3000.10.31 (b98cc431),123f1dd28d774cbf90621b1d8f81ce6a069fb00eeeef83384aebeacbe279c03e
swe2,max,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-9026793e,code-quality-maintenance-v3.11,published,87.3486,90.0053,100.00,76.37,100.00,67.7489,58.3333,92.8571,False,58.3333,50.0000,66.6667,92.8571,8,3768.187,7499770,0,0.0,0.00,2026-09-20T23:00:36.227078+00:00,2026-09-21T00:03:24.420412+00:00,devin 3000.10.31 (b98cc431),b3c3c0e35f0c7d1391ded4d8e30ab373a6bbd5ae2215ab853f119c6035dfaf90
swe2,max,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-c060df13,code-quality-maintenance-v3.11,published,94.3085,94.5908,100.00,80.10,100.00,87.8788,83.3333,100.0000,False,83.3333,79.1667,87.5000,100.0000,10,2108.322,6335945,0,0.0,0.00,2026-09-20T12:57:22.563009+00:00,2026-09-20T13:32:30.890601+00:00,devin 3000.10.31 (b98cc431),ad527da72863bf5616b6f49546a0edd828010efe24b0510576da08ff7f36f45e
swe2,max,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-f4ff31e2,code-quality-maintenance-v3.11,published,90.0402,92.0551,100.00,80.62,100.00,74.8106,77.0833,68.7500,False,77.0833,75.0000,79.1667,68.7500,10,2447.774,7523826,0,0.0,0.00,2026-09-20T19:45:41.836024+00:00,2026-09-20T20:26:29.617768+00:00,devin 3000.10.31 (b98cc431),54e7e36e40672c51a9199fab5ce4eaff332ad5d8eb9049bde469950a7eb3940a
swe2,max,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-a0149a96,code-quality-maintenance-v3.11,published,92.4096,93.6398,100.00,82.13,100.00,81.6017,85.4167,71.4286,False,85.4167,87.5000,83.3333,71.4286,9,2461.01,6109199,0,0.0,0.00,2026-09-21T05:13:48.093137+00:00,2026-09-21T05:54:49.109264+00:00,devin 3000.10.31 (b98cc431),6f395e3d928dc9e9252fb821af6e77a34366f06728d653683983f3ef3b3c7f43
swe2,max,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-5368e997,code-quality-maintenance-v3.11,published,83.3305,78.2800,100.00,82.04,0.00,79.8701,75.0000,92.8571,False,75.0000,70.8333,79.1667,92.8571,8,3018.347,5718664,0,0.0,0.00,2026-09-21T00:52:53.805671+00:00,2026-09-21T01:43:12.157060+00:00,devin 3000.10.31 (b98cc431),a22d1f77ba0a8b9a1d8bf8dfab15fefd0c192bd63ab67c68d123fe181b51ec73
swe2,max,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-f64a7e31,code-quality-maintenance-v3.11,published,71.4183,72.3467,55.56,83.98,100.00,84.8485,85.4167,83.3333,False,85.4167,79.1667,91.6667,83.3333,5,3118.216,10171776,0,0.0,0.00,2026-09-20T20:26:29.741764+00:00,2026-09-20T21:18:27.964132+00:00,devin 3000.10.31 (b98cc431),be979e47e9dff23aa0597c0eee3c13b965477daee9cbe2002ee0d0c008443671
